"unnamed:_0.1","session_id","initiator","start_time","end_time","collaborate_primary","collaborate_secondary","independent_primary","independent_secondary","task_distribution","task_transition","independent_distraction","collaboration_on_distraction","modality","task_allo_and_plann","provision_of_handover_information","info_sharing_and_situ_assess","escalation","information_requesting","responding_to_request","agreement","comparison","unnamed:_0","utterance_id","conversation_id","text","duration","receiver","location","priority","communication_type","stage_based_on_num_of_student","stage_based_on_scenario"
3513,177,"red",661.0948,666.0648,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,1,0,"high",3197,77,194,"Yes, we're a bit overrun with tasks. These are our four patients. I'll give you a real quick handover .",4.97,"blue,yellow,green","bed4","primary","responsing to request","2. four students",NA
3514,177,"blue",662,681,0,1,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,-100,NA,NA,NA,NA,NA,NA,NA,NA
3515,177,"green",662,664,0,0,0,0,0,1,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,194,NA,NA,NA,NA,NA,NA,NA,NA
3516,177,"red",662,665,0,1,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,194,NA,NA,NA,NA,NA,NA,NA,NA
3517,177,"yellow",662,663,0,0,0,0,0,1,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,194,NA,NA,NA,NA,NA,NA,NA,NA
3518,177,"yellow",664,664,0,1,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,-100,NA,NA,NA,NA,NA,NA,NA,NA
3519,177,"green",665,666,0,0,0,0,1,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,194,NA,NA,NA,NA,NA,NA,NA,NA
3520,177,"yellow",665,686,1,0,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,194,NA,NA,NA,NA,NA,NA,NA,NA
3521,177,"yellow",665.3548,665.7148,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,1,"high",3198,78,194,"Yes .",0.36,"red","bed4","primary","agreement","2. four students",NA
3522,177,"green",665.4748,665.7948,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,1,"high",3199,79,194,"Yes .",0.32,"red","bed4","primary","agreement","2. four students",NA
3523,177,"red",666,707,1,0,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,194,NA,NA,NA,NA,NA,NA,NA,NA
3524,177,"red",666.0648,670.1948,0,0,0,0,0,0,0,0,"dialogue",0,1,0,0,0,0,0,"high",3200,80,194,"Bed number one is Amani. I was just doing a set of obs on her and then bed four came in, Ruth .",4.13,"blue,yellow,green","bed4","primary","provision of handover information","2. four students",NA
3525,177,"green",667,677,1,0,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,194,NA,NA,NA,NA,NA,NA,NA,NA
3526,177,"yellow",670.3948,670.9348,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,1,"high",3201,81,194,"Okay .",0.54,"red","bed4","primary","agreement","2. four students",NA
3527,177,"green",670.4348,670.9548,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,1,"high",3202,82,194,"Okay .",0.52,"red","bed4","primary","agreement","2. four students",NA
3528,177,"red",670.6248,675.3348,0,0,0,0,0,0,0,0,"dialogue",0,1,0,0,0,0,0,"high",3203,83,194,"Amani is day-one post total hysterectomy .",4.71,"blue,yellow,green","bed4","primary","provision of handover information","2. four students",NA
3529,177,"yellow",674.6348,675.3148,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,1,"high",3204,84,194,"Beautiful .",0.68,"red","bed4","primary","agreement","2. four students",NA
3530,177,"red",675.3348,680.3748,0,0,0,0,0,0,0,0,"dialogue",0,1,0,0,0,0,0,"high",3205,85,194,"She's got a history of Chron's disease. She's due for some antibiotics and vital signs and wants to be repositioned .",5.04,"blue,yellow,green","bed4","primary","provision of handover information","2. four students",NA
3531,177,"green",678,685,0,0,0,0,1,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,194,NA,NA,NA,NA,NA,NA,NA,NA
3532,177,"yellow",678.3548,678.8548,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,1,"high",3206,86,194,"Lovely .",0.5,"red","bed4","primary","agreement","2. four students",NA
3533,177,"red",680.3748,681.1848,0,0,0,0,0,0,0,0,"dialogue",0,1,0,0,0,0,0,"high",3207,87,194,"That's the main goal .",0.81,"blue,yellow,green","bed4","primary","provision of handover information","2. four students",NA
3534,177,"green",681.1548,682.0148,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,1,"high",3208,88,194,"Okay, beautiful .",0.86,"red","bed4","primary","agreement","2. four students",NA
3535,177,"red",681.8048,683.9548,0,0,0,0,0,0,0,0,"dialogue",0,1,0,0,0,0,0,"high",3209,89,194,"The main concern. Well, not concern .",2.15,"blue,yellow,green","bed4","primary","provision of handover information","2. four students",NA
3536,177,"blue",682,682,1,0,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,-100,NA,NA,NA,NA,NA,NA,NA,NA
3537,177,"blue",683,684,0,1,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,-100,NA,NA,NA,NA,NA,NA,NA,NA
3538,177,"blue",684.3948,686.2348,0,0,0,0,0,0,0,0,"dialogue",0,0,0,1,0,0,0,"high",3210,90,194,"Just going to call a MET call on Ruth .",1.84,"red","bed4","primary","escalation","2. four students",NA
3539,177,"blue",685,686,0,0,0,0,0,1,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,194,NA,NA,NA,NA,NA,NA,NA,NA
3540,177,"green",686,691,1,0,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,194,NA,NA,NA,NA,NA,NA,NA,NA
3541,177,"blue",687,689,0,0,0,0,1,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,-100,NA,NA,NA,NA,NA,NA,NA,NA
3542,177,"yellow",687,705,0,0,0,0,1,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,194,NA,NA,NA,NA,NA,NA,NA,NA
3543,177,"green",687.8148,689.8148,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,1,"high",3211,91,194,"All right. Yes .",2,"red","bed4","primary","agreement","2. four students",NA
3544,177,"red",688.5348,696.8748,0,0,0,0,0,0,0,0,"dialogue",0,1,0,0,0,0,0,"high",3212,92,194,"Number two, Bailey. The theatre have just picked someone to come pick her up, but we haven't done the pre-op checklist, so that's needed .",8.34,"blue","bed4","primary","provision of handover information","2. four students",NA
3545,177,"blue",690,710,0,1,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,195,NA,NA,NA,NA,NA,NA,NA,NA
3546,177,"green",692,705,0,0,0,0,1,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,194,NA,NA,NA,NA,NA,NA,NA,NA
3547,177,"yellow",695.3748,695.8548,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,1,"high",3213,93,194,"Okay .",0.48,"red","bed4","primary","agreement","2. four students",NA
3548,177,"green",696.3948,697.6948,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,1,0,1,"high",3214,94,194,"That needs to be done ? Okay .",1.3,"red","bed4","primary","agreement,information requesting","2. four students",NA
3549,177,"red",697.2048,705.3048,0,0,0,0,0,0,0,0,"dialogue",1,1,0,0,0,0,0,"high",3215,95,194,"And analgesia probably and IV fluid is to be commenced . And she wants the next of kin to be notified when she goes to theatre .",8.1,"blue","bed4","primary","provision of handover information,planning","2. four students",NA
3550,177,"blue",700.2648,708.8948,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"high",3229,109,195,"Hello. Can I call a MET call through here, or? Can I please get a MET call to Simulation Ward 1, Bed 4.",8.63,"phone","phone","secondary",NA,"2. four students",NA
3551,177,"green",704.3148,704.9248,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,1,"high",3216,96,194,"Okay .",0.61,"red","bed4","primary","agreement","2. four students",NA
3552,177,"yellow",704.4948,706.6748,0,0,0,0,0,0,0,0,"dialogue",1,0,0,0,0,0,0,"high",3217,97,194,". I'm going to .",2.18,"red","bed4","primary","task allocation","2. four students",NA
3553,177,"red",705.3048,706.6748,0,0,0,0,0,0,0,0,"dialogue",0,0,1,0,0,0,1,"high",3218,98,194,"Yes , and someone's on the way to get her .",1.37,"blue","bed4","primary","agreement,information sharing","2. four students",NA
3554,177,"green",705.3548,706.8848,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,1,"high",3219,99,194,"Yes. Great .",1.53,"red","bed4","primary","agreement","2. four students",NA
3555,177,"green",706,717,1,0,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,194,NA,NA,NA,NA,NA,NA,NA,NA
3556,177,"yellow",706,713,1,0,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,194,NA,NA,NA,NA,NA,NA,NA,NA
3557,177,"red",706.6748,709.1948,0,0,0,0,0,0,0,0,"dialogue",1,0,0,0,0,0,0,"high",3220,100,194,"Let me just help out Ruth .",2.52,"blue","bed4","primary","task allocation","2. four students",NA
3558,177,"yellow",707.0848,709.8848,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,1,"high",3221,101,194,"Yes. Beautiful .",2.8,"red","bed4","primary","agreement","2. four students",NA
3559,177,"red",708,709.1948,0,1,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,194,NA,NA,NA,NA,NA,NA,NA,NA
3559,177,"red",709.1948,710.9948,0,1,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA
3560,177,"red",710.9948,712.8748,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"high",3188,68,191,"Ruth, are you okay? You're not in any pain, are you?",1.88,"patient","bed4","primary",NA,"2. four students",NA
3559,177,"red",710.9948,719,0,1,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,191,NA,NA,NA,NA,NA,NA,NA,NA
3561,177,"blue",711,711,0,0,0,0,0,1,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,-100,NA,NA,NA,NA,NA,NA,NA,NA
3562,177,"green",711.1948,712.5548,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,1,"high",3222,102,194,"All right , so maybe.",1.36,"yellow","bed4","primary","agreement","2. four students",NA
3563,177,"yellow",711.6348,715.2148,0,0,0,0,0,0,0,0,"dialogue",1,0,0,0,0,0,0,"high",3223,103,194,"really quickly get this started and then I'll come back over and we can finish off .",3.58,"green","bed4","primary","planning","2. four students",NA
3564,177,"blue",712,714,0,0,0,0,1,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,-100,NA,NA,NA,NA,NA,NA,NA,NA
3565,177,"green",713.5048,715.5948,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,1,"high",3224,104,194,"Yes. Yes, sure. Yes .",2.09,"yellow","bed4","primary","agreement","2. four students",NA
3566,177,"yellow",714,714,0,0,0,0,1,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,-100,NA,NA,NA,NA,NA,NA,NA,NA
3567,177,"blue",715,717,1,0,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,-100,NA,NA,NA,NA,NA,NA,NA,NA
3568,177,"yellow",715,718,0,0,0,0,0,1,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,194,NA,NA,NA,NA,NA,NA,NA,NA
3569,177,"red",715.3048,719.7448,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"high",3189,69,191,"I'm going to do a set of obs on you, okay? I think that's what I'm going to do.",4.44,"patient","bed4","primary",NA,"2. four students",NA
3570,177,"yellow",715.3948,716.5848,0,0,0,0,0,0,0,0,"dialogue",1,0,0,0,0,0,1,"high",3225,105,194,"Beautiful . I'll really quickly jump .",1.19,"green","bed4","primary","agreement,task allocation","2. four students",NA
3571,177,"green",715.7148,717.5048,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,1,0,0,"high",3226,106,194,"So, you did the preop checklist, yes ?",1.79,"yellow","bed4","primary","information requesting","2. four students",NA
3572,177,"yellow",716.7948,718.6548,0,0,0,0,0,0,0,0,"dialogue",1,0,0,0,0,1,0,"high",3227,107,194,"Yes . I'll quickly help and do that .",1.86,"green","bed4","primary","responsing to request,task allocation","2. four students",NA
3573,177,"blue",718,719,0,1,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,196,NA,NA,NA,NA,NA,NA,NA,NA
3574,177,"green",718,722,0,1,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,194,NA,NA,NA,NA,NA,NA,NA,NA
3575,177,"green",718.2248,718.6348,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,1,"high",3228,108,194,"All right .",0.41,"yellow","bed4","primary","agreement","2. four students",NA
3576,177,"blue",718.8148,720.4948,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"high",3230,110,196,"I think that.",1.68,"red","bed4","primary",NA,"2. four students",NA
3577,177,"yellow",719,729,0,0,0,1,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,196,NA,NA,NA,NA,NA,NA,NA,NA
3578,177,"blue",720,779,1,0,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,196,NA,NA,NA,NA,NA,NA,NA,NA
3579,177,"red",720,774,1,0,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,196,NA,NA,NA,NA,NA,NA,NA,NA
3580,177,"green",722.3148,724.2748,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,1,0,0,"high",3231,111,196,"So, what's going on over here ?",1.96,"red","bed4","primary","information requesting","2. four students",NA
3581,177,"green",723,770,1,0,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,196,NA,NA,NA,NA,NA,NA,NA,NA
3582,177,"red",723.4748,727.5548,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,1,0,"high",3232,112,196,"She's just come back from theatre, and she's feeling very drowsy .",4.08,"blue","bed4","primary","responsing to request","2. four students",NA
3583,177,"blue",727.1948,729.2648,0,0,0,0,0,0,0,0,"dialogue",0,0,1,0,0,0,0,"high",3233,113,196,"Very drowsy , respir rate of 8 .",2.07,"green,red","bed4","primary","information sharing,situation assessment","2. four students",NA
3584,177,"yellow",728.9148,729.4348,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"high",3234,114,196,"Hello.",0.52,"patient","bed2","secondary",NA,"2. four students",NA
3585,177,"green",729.3548,729.8948,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,1,"high",3235,115,196,"Okay .",0.54,"blue","bed4","primary","agreement","2. four students",NA
3586,177,"blue",729.4048,732.7548,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,1,0,0,"high",3236,116,196,"I'm wondering if I can turn this off .",3.35,"green,red","bed4","primary","information requesting","2. four students",NA
3587,177,"yellow",730,742,0,0,0,0,0,1,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,197,NA,NA,NA,NA,NA,NA,NA,NA
3588,177,"green",734.4748,734.7748,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,1,0,"high",3237,117,196,"Yes .",0.3,"blue,red","bed4","primary","responsing to request","2. four students",NA
3589,177,"red",734.5648,735.5148,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,1,0,"high",3238,118,196,"Yes, I think so too .",0.95,"blue","bed4","primary","responsing to request","2. four students",NA
3590,177,"yellow",735.1348,747.2548,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"high",3311,191,197,"Beautiful. I've actually just stood in. I'm not the nurse looking after him. I'll find out. There's just a bit of an emergency going on next door. As soon as I can get a word, I will make sure you're first to. Of course. I know, I know. I'm so sorry. It won't be a.",12.12,"relative","bed2","secondary",NA,"2. four students",NA
3591,177,"green",736.1848,737.0448,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,1,"high",3239,119,196,"Yes , so that's.",0.86,"blue,red","bed4","primary","agreement","2. four students",NA
3592,177,"blue",736.2748,736.8648,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,1,"high",3240,120,196,"Yes .",0.59,"green,red","bed4","primary","agreement","2. four students",NA
3593,177,"green",737.0448,739.1548,0,0,0,0,0,0,0,0,"dialogue",0,0,1,0,0,0,0,"high",3241,121,196,"It would've been morphine or something like that .",2.11,"blue,red","bed4","primary","information sharing","2. four students",NA
3594,177,"blue",738.5148,739.9548,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,1,"high",3242,122,196,"I assume so .",1.44,"green,red","bed4","primary","agreement","2. four students",NA
3595,177,"green",739.1548,750.2248,0,0,0,0,0,0,0,0,"dialogue",0,0,1,0,0,0,1,"high",3243,123,196,"Okay . PCA morph. So, I would say when we get the doctor's opinion, but I think it would be a good idea to turn it off just because that could be contributing .",11.07,"blue,red","bed4","primary","agreement,information sharing","2. four students",NA
3596,177,"yellow",743,747.2548,0,0,0,1,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,197,NA,NA,NA,NA,NA,NA,NA,NA
3596,177,"yellow",747.2548,791.7348,0,0,0,1,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA
3597,177,"red",747.4148,749.5148,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,1,"high",3244,124,196,"Yes, I think that's a good idea .",2.1,"green,blue","bed4","primary","agreement","2. four students",NA
3598,177,"blue",748.7648,753.7248,0,0,0,0,0,0,0,0,"dialogue",0,0,1,0,0,0,0,"high",3245,125,196,"I think maybe turn it off and if they want to, they can turn it back on .",4.96,"green,red","bed4","primary","information sharing","2. four students",NA
3599,177,"green",751.2048,753.1348,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,1,"high",3246,126,196,"Yes, that's a good idea . Yes. Yes .",1.93,"blue,red","bed4","primary","agreement","2. four students",NA
3600,177,"blue",753.7248,755.1448,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,1,0,0,"high",3247,127,196,"So, can I just stop ?",1.42,"green,red","bed4","primary","information requesting","2. four students",NA
3601,177,"green",753.9248,754.4748,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,1,0,"high",3248,128,196,"Start. Yes .",0.55,"blue,red","bed4","primary","responsing to request","2. four students",NA
3602,177,"red",757.1148,759.2148,0,0,0,0,0,0,0,0,"dialogue",0,0,1,0,1,0,0,"high",3249,129,196,"Would raising the bed ? Oh, she's just had an operation .",2.1,"blue,red","bed4","primary","information requesting,information sharing","2. four students",NA
3603,177,"red",760.8948,761.4048,0,0,0,0,0,0,0,0,"dialogue",0,0,1,0,0,0,0,"high",3250,130,196,"Right hip .",0.51,"blue,red","bed4","primary","information sharing","2. four students",NA
3604,177,"blue",761.6948,762.0948,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,1,"high",3251,131,196,"Okay .",0.4,"green,red","bed4","primary","agreement","2. four students",NA
3605,177,"red",762.2048,764.5548,0,0,0,0,0,0,0,0,"dialogue",0,0,1,0,0,0,0,"high",3252,132,196,"Yes, she does .",2.35,"blue,red","bed4","primary","information sharing","2. four students",NA
3606,177,"green",762.5048,764.3948,0,0,0,0,0,0,0,0,"dialogue",0,0,1,0,0,0,1,"high",3253,133,196,"All right , so slow fluids running at the moment .",1.89,"blue,red","bed4","primary","agreement,information sharing","2. four students",NA
3607,177,"blue",764.0748,764.4748,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,1,"high",3254,134,196,"Yes .",0.4,"green,red","bed4","primary","agreement","2. four students",NA
3608,177,"green",764.4748,768.2948,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,1,0,1,"high",3255,135,196,"Okay . What was the blood pressure ? Okay, yes .",3.82,"blue,red","bed4","primary","agreement,information requesting","2. four students",NA
3609,177,"red",767.5448,769.5748,0,0,0,0,0,0,0,0,"dialogue",1,0,0,0,0,0,0,"high",3256,136,196,"I can do that .",2.03,"blue,red","bed4","primary","task allocation","2. four students",NA
3610,177,"green",768.2948,770.1548,0,0,0,0,0,0,0,0,"dialogue",1,0,0,0,0,0,0,"high",3257,137,196,"Do you want me to start doing that ?",1.86,"blue,red","bed4","primary","task allocation","2. four students",NA
3611,177,"blue",769.1548,771.0548,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,1,"high",3258,138,196,"Absolutely .",1.9,"green,red","bed4","primary","agreement","2. four students",NA
3612,177,"red",769.7848,770.4248,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,1,"high",3259,139,196,"Yes, sure .",0.64,"blue,red","bed4","primary","agreement","2. four students",NA
3613,177,"green",770.1848,774.5448,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,1,0,1,"high",3260,140,196,"Yes, all right . And maybe what about an ECG or something, should we ?",4.36,"blue,red","bed4","primary","agreement,information requesting","2. four students",NA
3614,177,"green",771,774,0,1,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,196,NA,NA,NA,NA,NA,NA,NA,NA
3615,177,"blue",773.0548,774.5948,0,0,0,0,0,0,0,0,"dialogue",0,0,1,0,0,0,0,"high",3261,141,196,"Dressing looks good .",1.54,"green,red","bed4","primary","information sharing","2. four students",NA
3616,177,"green",775,788,1,0,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,196,NA,NA,NA,NA,NA,NA,NA,NA
3617,177,"red",775,778,0,1,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,196,NA,NA,NA,NA,NA,NA,NA,NA
3618,177,"red",776.5948,778.1648,0,0,0,0,0,0,0,0,"dialogue",0,0,1,0,0,0,0,"high",3262,142,196,"There was no concern from the handover now .",1.57,"blue,red","bed4","primary","information sharing","2. four students",NA
3619,177,"green",778.4148,784.2048,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"high",3263,143,196,"So, response. Hello, I'm Jodi. I'm here to help as well.",5.79,"patient","bed4","primary",NA,"2. four students",NA
3620,177,"red",779,788,1,0,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,196,NA,NA,NA,NA,NA,NA,NA,NA
3621,177,"blue",780,806,0,1,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,196,NA,NA,NA,NA,NA,NA,NA,NA
3622,177,"blue",784.4748,785.6748,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,1,0,0,"high",3264,144,196,"Want an ECG ?",1.2,"green","bed4","primary","information requesting","2. four students",NA
3623,177,"green",784.6748,789.0548,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"high",3265,145,196,"How are you feeling? I'd do a set of obs. What did you say?",4.38,"patient","bed4","primary",NA,"2. four students",NA
3624,177,"blue",788.3948,788.7748,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,1,0,"high",3266,146,196,"Yes .",0.38,"green","bed4","primary","responsing to request","2. four students",NA
3625,177,"green",789,792,0,1,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,196,NA,NA,NA,NA,NA,NA,NA,NA
3626,177,"red",789,792,0,1,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,196,NA,NA,NA,NA,NA,NA,NA,NA
3627,177,"green",790.0248,790.9748,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"high",3267,147,196,"You're tired? Okay.",0.95,"patient","bed4","primary",NA,"2. four students",NA
3628,177,"green",790.9748,794.2548,0,0,0,0,0,0,0,0,"dialogue",0,0,1,0,0,0,0,"high",3268,148,196,"So, airway patent because she's talking so we'll go on to breathing .",3.28,"blue,red","bed4","primary","information sharing","2. four students",NA
3629,177,"yellow",791.7348,797.7348,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"high",3312,192,198,"Hi, Bailey. I'm Molly. I'm just going to quickly get you ready for operation. Is that all right? Lovely. I'm just going to go right through your vital sign.",6,"patient","bed2","secondary",NA,"2. four students",NA
3596,177,"yellow",791.7348,923.5748,0,0,0,1,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,198,NA,NA,NA,NA,NA,NA,NA,NA
3630,177,"green",793,804,1,0,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,196,NA,NA,NA,NA,NA,NA,NA,NA
3631,177,"red",793,804,1,0,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,196,NA,NA,NA,NA,NA,NA,NA,NA
3632,177,"red",795.4348,796.6948,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,1,0,0,"high",3269,149,196,"It was eight, wasn't it ?",1.26,"green,red","bed4","primary","information requesting","2. four students",NA
3633,177,"green",795.8148,797.6548,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,1,0,"high",3270,150,196,"Yes. All right .",1.84,"blue,red","bed4","primary","responsing to request","2. four students",NA
3634,177,"red",796.7748,797.1948,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,1,"high",3271,151,196,"Yes .",0.42,"green,red","bed4","primary","agreement","2. four students",NA
3635,177,"green",797.7148,799.0848,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,1,0,0,"high",3272,152,196,"So, you did the respirate already ?",1.37,"blue,red","bed4","primary","information requesting","2. four students",NA
3636,177,"blue",798.9948,799.2248,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,1,0,"high",3273,153,196,"Yes .",0.23,"green","bed4","primary","responsing to request","2. four students",NA
3637,177,"green",799.2348,801.5048,0,0,0,0,0,0,0,0,"dialogue",1,0,0,0,0,0,1,"high",3274,154,196,"Yes ? All right . I might just reassess as well .",2.27,"blue,red","bed4","primary","agreement,task allocation,checking-back","2. four students",NA
3638,177,"blue",800.4048,802.3148,0,0,0,0,0,0,0,0,"dialogue",0,0,1,0,0,0,0,"high",3275,155,196,"I haven't listened to the lung fields, though .",1.91,"green","bed4","primary","information sharing","2. four students",NA
3639,177,"green",802.2748,807.0348,0,0,0,0,0,0,0,0,"dialogue",1,0,0,0,0,0,1,"high",3276,156,196,"I'll have a little listen . All right , I'm just going to have a little listen to your chest, okay?",4.76,"blue,red","bed4","primary","agreement,task allocation","2. four students",NA
3640,177,"yellow",802.3948,804.6748,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,0,"high",3313,193,198,"So, could you please tell me your full name and date of birth, Bailey?",2.28,"patient","bed2","secondary",NA,"2. four students",NA
3641,177,"green",805,820,0,1,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,196,NA,NA,NA,NA,NA,NA,NA,NA
3642,177,"red",805,806,0,1,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,196,NA,NA,NA,NA,NA,NA,NA,NA
3643,177,"blue",806.8748,807.5348,0,0,0,0,0,0,0,0,"dialogue",0,0,0,0,0,0,1,"high",3277,157,196,"Okay .",0.66,"green","bed4","primary","agreement","2. four students",NA
3644,177,"blue",807,815,1,0,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,196,NA,NA,NA,NA,NA,NA,NA,NA
3645,177,"red",807,810,1,0,0,0,0,0,0,0,"location",0,0,0,0,0,0,0,"high",NA,NA,196,NA,NA,NA,NA,NA,NA,NA,NA
